tic_id,period,FAP
271427268,5.005116030322622,4.042683324964057e-10
137219948,4.330625308095787,1.6491962035724887e-221
158276907,5.180655468550933,2.113913503977131e-07
122684761,13.424933067163012,2.3878138015102237e-43
399827121,9.526648616032979,0.0
122598239,10.326885108630764,2.0355581721954058e-39
120637232,7.065705912561953,0.0
271355239,3.9485463085689876,0.0
48504458,12.2044920866725,0.0
272272592,1.21746124508595,0.0
63120378,4.490327040582189,0.0
243271623,7.614291933342534,0.0
399954267,3.6283711990709104,0.0
159306676,7.897034695242436,2.027687924659453e-28
164677569,9.020008574803017,3.165070889741165e-95
243271721,16.781201097969927,1.7315699329887854e-10
27776588,13.513881391586438,9.977250895482932e-284
27457630,6.068625084429896,3.789791193292233e-13
275489439,6.435140139906902,1.102962520907882e-34
272280786,9.652754823558617,5.057157516177438e-72
270705470,4.033959373274812,0.0
122300184,3.62836111025168,0.0
123414877,0.13005764557658897,4.257806984207306e-109
121460929,5.36996008464639,9.414129591912307e-05
